Sentence_id,Word,Label (J),Label (M),Label (Z),Unnamed: 5,Unnamed: 6,Unnamed: 7,O,B-C,I-C,B-E,I-E,B-BE,I-BE,Total_Label
6.0,mode,I-E,I-E,I-E,,,driving,,,,,,,,I-E
6.0,at,O,O,O,,,in,,,,,,,,O
6.0,70mph,O,O,O,,,autopilot,,,,,,,,O
6.0,the,O,O,B-C,,,mode,,,,,,,,O
6.0,road,O,O,I-C,,,at,,,,,,,,O
6.0,changed,O,O,I-C,,,70mph,,,,,,,,O
6.0,from,O,O,I-C,,,the,,,,,,,,O
6.0,asphalt,O,O,I-C,,,road,,,,,,,,O
6.0,to,O,O,I-C,,,changed,,,,,,,,O
6.0,concrete,O,O,I-C,,,from,,,,,,,,O
6.0,and,O,O,O,,,asphalt,,,,,,,,O
6.0,car,O,B-C,B-CE,,,to,,,,,,,,O
6.0,could,O,I-C,I-CE,,,concrete,,,,,,,,O
6.0,not,O,I-C,I-CE,,,and,,,,,,,,O
6.0,handle,O,I-C,I-CE,,,car,,,,,,,,O
6.0,that,O,I-C,I-CE,,,could,,,,,,,,O
6.0,change,O,I-C,I-CE,,,not,,,,,,,,O
6.0,car,O,B-E,B-E,,,handle,,,,,,,,O
6.0,went,O,I-E,I-E,,,that,,,,,,,,O
6.0,into,O,I-E,I-E,,,change,,,,,,,,O
6.0,hydroplanskid,O,I-E,I-E,,,car,,,,,,,,O
6.0,mode,O,I-E,I-E,,,went,,,,,,,,O
6.0,with,O,O,I-E,,,into,,,,,,,,O
6.0,15,O,O,I-E,,,hydroplanskid,,,,,,,,O
6.0,snake,O,O,I-E,,,mode,,,,,,,,O
6.0,lapses,O,O,I-E,,,with,,,,,,,,O
6.0,before,O,O,O,,,15,,,,,,,,O
6.0,i,O,O,O,,,snake,,,,,,,,O
6.0,could,O,O,O,,,lapses,,,,,,,,O
6.0,bring,O,O,O,,,before,,,,,,,,O
6.0,it,O,O,O,,,i,,,,,,,,O
6.0,to,O,O,O,,,could,,,,,,,,O
6.0,rest,O,O,O,,,bring,,,,,,,,O
6.0,on,O,O,O,,,it,,,,,,,,O
6.0,shoulder,O,O,O,,,to,,,,,,,,O
6.0,we,O,O,O,,,rest,,,,,,,,O
6.0,were,O,O,O,,,on,,,,,,,,O
6.0,lucky,O,O,O,,,shoulder,,,,,,,,O
6.0,to,O,O,O,,,we,,,,,,,,O
6.0,have,O,B-E,O,,,were,,,,,,,,O
6.0,survived,O,I-E,O,,,lucky,,,,,,,,O
6.0,as,O,O,O,,,to,,,,,,,,O
6.0,a,O,B-C,O,,,have,,,,,,,,O
6.0,semi,O,I-C,O,,,survived,,,,,,,,O
6.0,truck,O,I-C,O,,,as,,,,,,,,O
6.0,was,O,I-C,O,,,a,,,,,,,,O
6.0,just,O,I-C,O,,,semi,,,,,,,,O
6.0,20,O,I-C,O,,,truck,,,,,,,,O
6.0,seconds,O,I-C,O,,,was,,,,,,,,O
6.0,behind,O,I-C,O,,,just,,,,,,,,O
6.0,us,O,I-C,O,,,20,,,,,,,,O
6.0,the,O,O,O,,,seconds,,,,,,,,O
6.0,car,O,O,O,,,behind,,,,,,,,O
6.0,even,O,O,O,,,us,,,,,,,,O
6.0,after,O,O,O,,,the,,,,,,,,O
6.0,halting,O,O,O,,,car,,,,,,,,O
6.0,accerelated,O,B-C,O,,,even,,,,,,,,O
6.0,on,O,I-C,O,,,after,,,,,,,,O
6.0,its,O,I-C,O,,,halting,,,,,,,,O
6.0,own,O,I-C,O,,,accerelated,,,,,,,,O
6.0,causing,O,O,O,,,on,,,,,,,,O
6.0,another,O,B-E,O,,,its,,,,,,,,O
6.0,small,O,I-E,O,,,own,,,,,,,,O
6.0,burst,O,I-E,O,,,causing,,,,,,,,O
6.0,of,O,I-E,O,,,another,,,,,,,,O
6.0,skiddingto,O,I-E,O,,,small,,,,,,,,O
6.0,add,O,O,O,,,burst,,,,,,,,O
6.0,to,O,O,O,,,of,,,,,,,,O
6.0,the,O,O,O,,,skiddingto,,,,,,,,O
6.0,woes,O,O,O,,,add,,,,,,,,O
6.0,-,O,O,O,,,to,,,,,,,,O
6.0,the,O,O,B-CE,,,the,,,,,,,,O
6.0,auomated,O,O,I-CE,,,woes,,,,,,,,O
6.0,wipers,O,O,I-CE,,,-,,,,,,,,O
6.0,on,O,O,I-CE,,,the,,,,,,,,O
6.0,this,O,O,I-CE,,,auomated,,,,,,,,O
6.0,car,O,O,I-CE,,,wipers,,,,,,,,O
6.0,are,O,O,I-CE,,,on,,,,,,,,O
6.0,too,O,O,I-CE,,,this,,,,,,,,O
6.0,slow,O,O,I-CE,,,car,,,,,,,,O
6.0,sudden,B-C,B-C,B-C,,,are,,,,,,,,B-C
6.0,rain,I-C,I-C,I-C,,,too,,,,,,,,I-C
6.0,pour,I-C,I-C,I-C,,,slow,,,,,,,,I-C
6.0,on,I-C,I-C,O,,,sudden,,,,,,,,I-C
6.0,windshield,I-C,I-C,O,,,rain,,,,,,,,I-C
6.0,cause,O,O,O,,,pour,,,,,,,,O
6.0,lack,B-E,B-E,B-E,,,on,,,,,,,,B-E
6.0,of,I-E,I-E,I-E,,,windshield,,,,,,,,I-E
7.0,cause,,O,O,,,cause,,,,,,,,
7.0,unknown,O,O,B-C,,,lack,,,,,,,,O
7.0,the,O,O,O,,,of,,,,,,,,O
7.0,vehicle,O,O,O,,,cause,,,,,,,,O
7.0,was,O,O,O,,,unknown,,,,,,,,O
7.0,stopped,O,O,O,,,the,,,,,,,,O
7.0,just,O,O,O,,,vehicle,,,,,,,,O
7.0,before,O,O,O,,,was,,,,,,,,O
7.0,entering,O,O,O,,,stopped,,,,,,,,O
7.0,into,O,O,O,,,just,,,,,,,,O
7.0,a,O,O,O,,,before,,,,,,,,O
7.0,head,O,O,O,,,entering,,,,,,,,O
7.0,in,O,O,O,,,into,,,,,,,,O
7.0,parking,O,O,O,,,a,,,,,,,,O
7.0,space,O,O,O,,,head,,,,,,,,O
7.0,when,O,O,O,,,in,,,,,,,,O
7.0,with,O,O,O,,,parking,,,,,,,,O
7.0,the,O,O,O,,,space,,,,,,,,O
7.0,brake,O,O,O,,,when,,,,,,,,O
7.0,depressed,O,O,O,,,with,,,,,,,,O
7.0,the,B-E,O,B-E,,,the,,,,,,,,B-E
7.0,vehicle,I-E,B-CE,I-E,,,brake,,,,,,,,I-E
7.0,accelerated,I-E,I-CE,I-E,,,depressed,,,,,,,,I-E
7.0,suddenly,O,I-CE,I-E,,,the,,,,,,,,O
7.0,and,O,O,I-E,,,vehicle,,,,,,,,O
7.0,uncontrollably,O,O,I-E,,,accelerated,,,,,,,,O
7.0,causing,O,O,O,,,suddenly,,,,,,,,O
7.0,it,O,B-E,O,,,and,,,,,,,,O
7.0,to,O,I-E,O,,,uncontrollably,,,,,,,,O
7.0,jump,O,I-E,O,,,causing,,,,,,,,O
7.0,the,O,I-E,O,,,it,,,,,,,,O
7.0,curb,O,I-E,O,,,to,,,,,,,,O
7.0,and,O,I-E,O,,,jump,,,,,,,,O
7.0,take,O,I-E,O,,,the,,,,,,,,O
7.0,down,O,I-E,O,,,curb,,,,,,,,O
7.0,a,O,I-E,O,,,and,,,,,,,,O
7.0,retaining,O,I-E,O,,,take,,,,,,,,O
7.0,wall,O,I-E,O,,,down,,,,,,,,O
7.0,it,O,O,O,,,a,,,,,,,,O
7.0,continued,O,O,O,,,retaining,,,,,,,,O
7.0,through,O,O,O,,,wall,,,,,,,,O
7.0,the,O,O,O,,,it,,,,,,,,O
7.0,wall,O,O,O,,,continued,,,,,,,,O
7.0,until,O,O,O,,,through,,,,,,,,O
7.0,it,O,O,O,,,the,,,,,,,,O
7.0,was,O,O,O,,,wall,,,,,,,,O
7.0,stopped,O,O,O,,,until,,,,,,,,O
7.0,by,O,O,O,,,it,,,,,,,,O
7.0,a,O,O,O,,,was,,,,,,,,O
7.0,tree,O,O,O,,,stopped,,,,,,,,O
7.0,vehicle,O,O,O,,,by,,,,,,,,O
7.0,was,O,O,O,,,a,,,,,,,,O
7.0,a,O,O,O,,,tree,,,,,,,,O
7.0,total,O,O,O,,,vehicle,,,,,,,,O
7.0,loss,O,O,O,,,was,,,,,,,,O
7.0,vehicle,O,O,O,,,a,,,,,,,,O
7.0,settings,O,O,O,,,total,,,,,,,,O
7.0,at,O,O,O,,,loss,,,,,,,,O
7.0,the,O,O,O,,,vehicle,,,,,,,,O
7.0,time,O,O,O,,,settings,,,,,,,,O
7.0,of,O,O,O,,,at,,,,,,,,O
7.0,incident,O,O,O,,,the,,,,,,,,O
7.0,were,O,O,O,,,time,,,,,,,,O
7.0,as,O,O,O,,,of,,,,,,,,O
7.0,follows,O,O,O,,,incident,,,,,,,,O
7.0,there,O,O,O,,,were,,,,,,,,O
7.0,is,O,O,O,,,as,,,,,,,,O
7.0,no,O,O,O,,,follows,,,,,,,,O
7.0,autopilot,O,O,O,,,there,,,,,,,,O
7.0,on,O,O,O,,,is,,,,,,,,O
7.0,this,O,O,O,,,no,,,,,,,,O
7.0,model,O,O,O,,,autopilot,,,,,,,,O
7.0,s,O,O,O,,,on,,,,,,,,O
7.0,and,O,O,O,,,this,,,,,,,,O
7.0,cruise,O,O,O,,,model,,,,,,,,O
7.0,control,O,O,O,,,s,,,,,,,,O
7.0,was,O,O,O,,,and,,,,,,,,O
7.0,off,O,O,O,,,cruise,,,,,,,,O
7.0,additionally,O,O,O,,,control,,,,,,,,O
7.0,the,O,O,O,,,was,,,,,,,,O
7.0,car,O,O,O,,,off,,,,,,,,O
7.0,was,O,O,O,,,additionally,,,,,,,,O
7.0,set,O,O,O,,,the,,,,,,,,O
7.0,with,O,O,O,,,car,,,,,,,,O
7.0,creep,O,O,O,,,was,,,,,,,,O
7.0,mode,O,O,O,,,set,,,,,,,,O
7.0,off,O,O,O,,,with,,,,,,,,O
7.0,hvac,O,O,O,,,creep,,,,,,,,O
7.0,was,O,O,O,,,mode,,,,,,,,O
7.0,on,O,O,O,,,off,,,,,,,,O
8.0,on,O,O,O,,,hvac,,,,,,,,O
8.0,many,O,O,O,,,was,,,,,,,,O
8.0,occasions,O,O,O,,,on,,,,,,,,O
8.0,the,B-C,B-C,B-C,,,on,,,,,,,,B-C
8.0,automatic,I-C,I-C,I-C,,,many,,,,,,,,I-C
8.0,braking,I-C,I-C,I-C,,,occasions,,,,,,,,I-C
8.0,system,I-C,I-C,I-C,,,the,,,,,,,,I-C
8.0,and,I-C,I-C,I-C,,,automatic,,,,,,,,I-C
8.0,blind,I-C,I-C,I-C,,,braking,,,,,,,,I-C
8.0,spot,I-C,I-C,I-C,,,system,,,,,,,,I-C
8.0,detection,I-C,I-C,I-C,,,and,,,,,,,,I-C
8.0,systems,I-C,I-C,I-C,,,blind,,,,,,,,I-C
8.0,have,I-C,I-C,I-C,,,spot,,,,,,,,I-C
8.0,engaged,I-C,I-C,I-C,,,detection,,,,,,,,I-C
8.0,at,I-C,I-C,I-C,,,systems,,,,,,,,I-C
8.0,inappropriate,I-C,I-C,I-C,,,have,,,,,,,,I-C
8.0,times,I-C,I-C,I-C,,,engaged,,,,,,,,I-C
8.0,most,O,O,O,,,at,,,,,,,,O
8.0,recently,O,O,O,,,inappropriate,,,,,,,,O
8.0,the,O,O,O,,,times,,,,,,,,O
8.0,automatic,O,O,O,,,most,,,,,,,,O
8.0,braking,O,O,O,,,recently,,,,,,,,O
8.0,system,O,O,O,,,the,,,,,,,,O
8.0,engaged,O,O,O,,,automatic,,,,,,,,O
8.0,when,O,O,O,,,braking,,,,,,,,O
8.0,safely,O,O,O,,,system,,,,,,,,O
8.0,merging,O,O,O,,,engaged,,,,,,,,O
8.0,with,O,O,O,,,when,,,,,,,,O
8.0,proper,O,O,O,,,safely,,,,,,,,O
8.0,signaling,O,O,O,,,merging,,,,,,,,O
8.0,from,O,O,O,,,with,,,,,,,,O
8.0,the,O,O,O,,,proper,,,,,,,,O
8.0,right,O,O,O,,,signaling,,,,,,,,O
8.0,lane,O,O,O,,,from,,,,,,,,O
8.0,which,O,O,O,,,the,,,,,,,,O
8.0,was,O,O,O,,,right,,,,,,,,O
8.0,ending,O,O,O,,,lane,,,,,,,,O
8.0,to,O,O,O,,,which,,,,,,,,O
8.0,the,O,O,O,,,was,,,,,,,,O
8.0,next,O,O,O,,,ending,,,,,,,,O
8.0,to,O,O,O,,,to,,,,,,,,O
8.0,the,O,O,O,,,the,,,,,,,,O
8.0,left,O,O,O,,,next,,,,,,,,O
8.0,lane,O,O,O,,,to,,,,,,,,O
8.0,when,O,O,O,,,the,,,,,,,,O
8.0,the,O,O,O,,,left,,,,,,,,O
8.0,only,O,O,O,,,lane,,,,,,,,O
8.0,vehicle,O,O,O,,,when,,,,,,,,O
8.0,in,O,O,O,,,the,,,,,,,,O
8.0,the,O,O,O,,,only,,,,,,,,O
8.0,vicinity,O,O,O,,,vehicle,,,,,,,,O
8.0,was,O,O,O,,,in,,,,,,,,O
8.0,fully,O,O,O,,,the,,,,,,,,O
8.0,in,O,O,O,,,vicinity,,,,,,,,O
8.0,the,O,O,O,,,was,,,,,,,,O
8.0,left,O,O,O,,,fully,,,,,,,,O
8.0,turn,O,O,O,,,in,,,,,,,,O
8.0,lane,O,O,O,,,the,,,,,,,,O
8.0,there,O,O,O,,,left,,,,,,,,O
8.0,was,O,O,O,,,turn,,,,,,,,O
8.0,enough,O,O,O,,,lane,,,,,,,,O
8.0,space,O,O,O,,,there,,,,,,,,O
8.0,between,O,O,O,,,was,,,,,,,,O
8.0,our,O,O,O,,,enough,,,,,,,,O
8.0,vehicle,O,O,O,,,space,,,,,,,,O
8.0,and,O,O,O,,,between,,,,,,,,O
8.0,the,O,O,O,,,our,,,,,,,,O
8.0,vehicle,O,O,O,,,vehicle,,,,,,,,O
8.0,behind,O,O,O,,,and,,,,,,,,O
8.0,to,O,O,O,,,the,,,,,,,,O
8.0,avoid,O,O,O,,,vehicle,,,,,,,,O
8.0,a,O,O,O,,,behind,,,,,,,,O
8.0,rear,O,O,O,,,to,,,,,,,,O
8.0,end,O,O,O,,,avoid,,,,,,,,O
8.0,collision,O,O,O,,,a,,,,,,,,O
8.0,but,O,O,O,,,rear,,,,,,,,O
8.0,the,O,O,O,,,end,,,,,,,,O
8.0,hard,O,O,O,,,collision,,,,,,,,O
8.0,braking,O,O,O,,,but,,,,,,,,O
8.0,was,O,O,O,,,the,,,,,,,,O
8.0,unnecessary,O,O,O,,,hard,,,,,,,,O
8.0,and,O,O,O,,,braking,,,,,,,,O
8.0,could,O,O,O,,,was,,,,,,,,O
8.0,have,O,O,O,,,unnecessary,,,,,,,,O
8.0,caused,O,O,O,,,and,,,,,,,,O
8.0,damage,O,B-E,B-E,,,could,,,,,,,,B-E
8.0,or,O,I-E,I-E,,,have,,,,,,,,I-E
8.0,more,O,I-E,I-E,,,caused,,,,,,,,I-E
8.0,serious,O,I-E,I-E,,,damage,,,,,,,,I-E
8.0,injuries,O,I-E,I-E,,,or,,,,,,,,I-E
8.0,than,O,I-E,I-E,,,more,,,,,,,,I-E
8.0,those,O,I-E,I-E,,,serious,,,,,,,,I-E
8.0,sustained,O,I-E,I-E,,,injuries,,,,,,,,I-E
8.0,by,O,I-E,I-E,,,than,,,,,,,,I-E
8.0,the,O,I-E,I-E,,,those,,,,,,,,I-E
8.0,driver,O,I-E,I-E,,,sustained,,,,,,,,I-E
8.0,and,O,I-E,I-E,,,by,,,,,,,,I-E
8.0,passenger,O,I-E,I-E,,,the,,,,,,,,I-E
8.0,caused,O,I-E,I-E,,,driver,,,,,,,,I-E
8.0,by,O,I-E,I-E,,,and,,,,,,,,I-E
8.0,the,B-E,I-E,I-E,,,passenger,,,,,,,,I-E
8.0,seatbelt,I-E,I-E,I-E,,,caused,,,,,,,,I-E
8.0,locking,I-E,I-E,I-E,,,by,,,,,,,,I-E
8.0,on,I-E,I-E,I-E,,,the,,,,,,,,I-E
8.0,the,I-E,I-E,I-E,,,seatbelt,,,,,,,,I-E
8.0,collarbone,I-E,I-E,I-E,,,locking,,,,,,,,I-E
8.0,and,I-E,I-E,I-E,,,on,,,,,,,,I-E
8.0,chest,I-E,I-E,I-E,,,the,,,,,,,,I-E
8.0,because,O,O,O,,,collarbone,,,,,,,,O
8.0,of,O,O,O,,,and,,,,,,,,O
8.0,the,O,O,O,,,chest,,,,,,,,O
8.0,sudden,O,O,O,,,because,,,,,,,,O
8.0,application,O,O,O,,,of,,,,,,,,O
8.0,of,O,O,O,,,the,,,,,,,,O
8.0,brakes,O,O,O,,,sudden,,,,,,,,O
8.0,another,O,O,O,,,application,,,,,,,,O
8.0,recent,O,O,O,,,of,,,,,,,,O
8.0,incident,O,O,O,,,brakes,,,,,,,,O
8.0,was,O,O,O,,,another,,,,,,,,O
8.0,on,O,O,O,,,recent,,,,,,,,O
8.0,the,O,O,O,,,incident,,,,,,,,O
8.0,freeway,O,O,O,,,was,,,,,,,,O
8.0,when,O,O,O,,,on,,,,,,,,O
8.0,safely,O,O,O,,,the,,,,,,,,O
8.0,changing,O,O,O,,,freeway,,,,,,,,O
9.0,tl,O,O,O,,,when,,,,,,,,O
9.0,the,O,O,O,,,safely,,,,,,,,O
9.0,contact,O,O,O,,,changing,,,,,,,,O
9.0,owns,O,O,O,,,tl,,,,,,,,O
9.0,a,O,O,O,,,the,,,,,,,,O
9.0,2013,O,O,O,,,contact,,,,,,,,O
9.0,ford,O,O,O,,,owns,,,,,,,,O
9.0,fusion,O,O,O,,,a,,,,,,,,O
9.0,the,O,O,O,,,2013,,,,,,,,O
9.0,contact,O,O,O,,,ford,,,,,,,,O
9.0,stated,O,O,O,,,fusion,,,,,,,,O
9.0,that,O,O,O,,,the,,,,,,,,O
9.0,after,O,O,O,,,contact,,,,,,,,O
9.0,starting,O,O,O,,,stated,,,,,,,,O
9.0,the,O,O,O,,,that,,,,,,,,O
9.0,vehicle,O,O,O,,,after,,,,,,,,O
9.0,the,B-E,B-E,B-E,,,starting,,,,,,,,B-E
9.0,message,I-E,I-E,I-E,,,the,,,,,,,,I-E
9.0,steering,I-E,I-E,I-E,,,vehicle,,,,,,,,I-E
9.0,assist,I-E,I-E,I-E,,,the,,,,,,,,I-E
9.0,failure,I-E,I-E,I-E,,,message,,,,,,,,I-E
9.0,had,I-E,I-E,I-E,,,steering,,,,,,,,I-E
9.0,displayed,I-E,I-E,I-E,,,assist,,,,,,,,I-E
9.0,and,I-E,I-E,I-E,,,failure,,,,,,,,I-E
9.0,the,I-E,I-E,I-E,,,had,,,,,,,,I-E
9.0,steering,I-E,I-E,I-E,,,displayed,,,,,,,,I-E
9.0,wheel,I-E,I-E,I-E,,,and,,,,,,,,I-E
9.0,was,I-E,I-E,I-E,,,the,,,,,,,,I-E
9.0,difficult,I-E,I-E,I-E,,,steering,,,,,,,,I-E
9.0,to,I-E,I-E,I-E,,,wheel,,,,,,,,I-E
9.0,turn,I-E,I-E,I-E,,,was,,,,,,,,I-E
9.0,in,I-E,I-E,O,,,difficult,,,,,,,,I-E
9.0,either,I-E,I-E,O,,,to,,,,,,,,I-E
9.0,direction,I-E,I-E,O,,,turn,,,,,,,,I-E
9.0,the,O,O,O,,,in,,,,,,,,O
9.0,cause,O,O,O,,,either,,,,,,,,O
9.0,of,O,O,O,,,direction,,,,,,,,O
9.0,the,O,O,O,,,the,,,,,,,,O
9.0,failure,O,O,O,,,cause,,,,,,,,O
9.0,was,O,O,O,,,of,,,,,,,,O
9.0,not,O,O,O,,,the,,,,,,,,O
9.0,yet,O,O,O,,,failure,,,,,,,,O
9.0,determined,O,O,O,,,was,,,,,,,,O
9.0,the,O,O,O,,,not,,,,,,,,O
9.0,manufacturer,O,O,O,,,yet,,,,,,,,O
9.0,and,O,O,O,,,determined,,,,,,,,O
9.0,local,O,O,O,,,the,,,,,,,,O
9.0,dealer,O,O,O,,,manufacturer,,,,,,,,O
9.0,were,O,O,O,,,and,,,,,,,,O
9.0,not,O,O,O,,,local,,,,,,,,O
9.0,notified,O,O,O,,,dealer,,,,,,,,O
9.0,the,O,O,O,,,were,,,,,,,,O
9.0,failure,O,O,O,,,not,,,,,,,,O
9.0,mileage,O,O,O,,,notified,,,,,,,,O
9.0,was,O,O,O,,,the,,,,,,,,O
9.0,4300000,O,O,O,,,failure,,,,,,,,O
10.0,tl,O,O,O,,,mileage,,,,,,,,O
10.0,the,O,O,O,,,was,,,,,,,,O
10.0,contact,O,O,O,,,4300000,,,,,,,,O
10.0,owns,O,O,O,,,tl,,,,,,,,O
10.0,a,O,O,O,,,the,,,,,,,,O
10.0,2011,O,O,O,,,contact,,,,,,,,O
10.0,ford,O,O,O,,,owns,,,,,,,,O
10.0,fusion,O,O,O,,,a,,,,,,,,O
10.0,the,O,O,O,,,2011,,,,,,,,O
10.0,contact,O,O,O,,,ford,,,,,,,,O
10.0,stated,O,O,O,,,fusion,,,,,,,,O
10.0,that,O,O,O,,,the,,,,,,,,O
10.0,after,O,O,O,,,contact,,,,,,,,O
10.0,starting,O,O,O,,,stated,,,,,,,,O
10.0,the,O,O,O,,,that,,,,,,,,O
10.0,vehicle,O,O,O,,,after,,,,,,,,O
10.0,the,B-E,B-E,B-E,,,starting,,,,,,,,B-E
10.0,power,I-E,I-E,I-E,,,the,,,,,,,,I-E
10.0,steering,I-E,I-E,I-E,,,vehicle,,,,,,,,I-E
10.0,assist,I-E,I-E,I-E,,,the,,,,,,,,I-E
10.0,fault,I-E,I-E,I-E,,,power,,,,,,,,I-E
10.0,warning,I-E,I-E,I-E,,,steering,,,,,,,,I-E
10.0,light,I-E,I-E,I-E,,,assist,,,,,,,,I-E
10.0,displayed,I-E,I-E,I-E,,,fault,,,,,,,,I-E
10.0,on,I-E,I-E,I-E,,,warning,,,,,,,,I-E
10.0,the,I-E,I-E,I-E,,,light,,,,,,,,I-E
10.0,instrument,I-E,I-E,I-E,,,displayed,,,,,,,,I-E
10.0,panel,I-E,I-E,I-E,,,on,,,,,,,,I-E
10.0,and,I-E,I-E,I-E,,,the,,,,,,,,I-E
10.0,the,I-E,I-E,I-E,,,instrument,,,,,,,,I-E
10.0,steering,I-E,I-E,I-E,,,panel,,,,,,,,I-E
10.0,wheel,I-E,I-E,I-E,,,and,,,,,,,,I-E
10.0,became,I-E,I-E,I-E,,,the,,,,,,,,I-E
10.0,difficult,I-E,I-E,I-E,,,steering,,,,,,,,I-E
10.0,to,I-E,I-E,I-E,,,wheel,,,,,,,,I-E
10.0,turn,I-E,I-E,I-E,,,became,,,,,,,,I-E
10.0,in,I-E,I-E,O,,,difficult,,,,,,,,I-E
10.0,either,I-E,I-E,O,,,to,,,,,,,,I-E
10.0,direction,I-E,I-E,O,,,turn,,,,,,,,I-E
10.0,the,O,O,O,,,in,,,,,,,,O
10.0,failure,O,O,O,,,either,,,,,,,,O
10.0,occurred,O,O,O,,,direction,,,,,,,,O
10.0,on,O,O,O,,,the,,,,,,,,O
10.0,multiple,O,O,O,,,failure,,,,,,,,O
10.0,occasions,O,O,O,,,occurred,,,,,,,,O
10.0,the,O,O,O,,,on,,,,,,,,O
10.0,cause,O,O,O,,,multiple,,,,,,,,O
10.0,of,O,O,O,,,occasions,,,,,,,,O
10.0,the,O,O,O,,,the,,,,,,,,O
10.0,failure,O,O,O,,,cause,,,,,,,,O
10.0,was,O,O,O,,,of,,,,,,,,O
10.0,not,O,O,O,,,the,,,,,,,,O
10.0,determined,O,O,O,,,failure,,,,,,,,O
10.0,the,O,O,O,,,was,,,,,,,,O
10.0,local,O,O,O,,,not,,,,,,,,O
10.0,dealer,O,O,O,,,determined,,,,,,,,O
10.0,and,O,O,O,,,the,,,,,,,,O
10.0,manufacturer,O,O,O,,,local,,,,,,,,O
10.0,was,O,O,O,,,dealer,,,,,,,,O
10.0,not,O,O,O,,,and,,,,,,,,O
10.0,notified,O,O,O,,,manufacturer,,,,,,,,O
10.0,the,O,O,O,,,was,,,,,,,,O
10.0,failure,O,O,O,,,not,,,,,,,,O
10.0,mileage,O,O,O,,,notified,,,,,,,,O
10.0,was,O,O,O,,,the,,,,,,,,O
10.0,12500000,O,O,O,,,failure,,,,,,,,O
11.0,tl,O,O,O,,,mileage,,,,,,,,O
11.0,the,O,O,O,,,was,,,,,,,,O
11.0,contact,O,O,O,,,12500000,,,,,,,,O
11.0,owns,O,O,O,,,tl,,,,,,,,O
11.0,a,O,O,O,,,the,,,,,,,,O
11.0,2010,O,O,O,,,contact,,,,,,,,O
11.0,ford,O,O,O,,,owns,,,,,,,,O
11.0,fusion,O,O,O,,,a,,,,,,,,O
11.0,the,B-E,O,O,,,2010,,,,,,,,O
11.0,contact,I-E,O,O,,,ford,,,,,,,,O
11.0,stated,I-E,O,O,,,fusion,,,,,,,,O
11.0,that,I-E,O,O,,,the,,,,,,,,O
11.0,the,I-E,B-E,B-E,,,contact,,,,,,,,B-E
11.0,brake,I-E,I-E,I-E,,,stated,,,,,,,,I-E
11.0,pedal,I-E,I-E,I-E,,,that,,,,,,,,I-E
11.0,had,I-E,I-E,I-E,,,the,,,,,,,,I-E
11.0,to,I-E,I-E,I-E,,,brake,,,,,,,,I-E
11.0,be,I-E,I-E,I-E,,,pedal,,,,,,,,I-E
11.0,depressed,I-E,I-E,I-E,,,had,,,,,,,,I-E
11.0,to,I-E,I-E,I-E,,,to,,,,,,,,I-E
11.0,the,I-E,I-E,I-E,,,be,,,,,,,,I-E
11.0,floorboard,I-E,I-E,I-E,,,depressed,,,,,,,,I-E
11.0,to,I-E,I-E,I-E,,,to,,,,,,,,I-E
11.0,stop,I-E,I-E,I-E,,,the,,,,,,,,I-E
11.0,the,I-E,I-E,I-E,,,floorboard,,,,,,,,I-E
11.0,vehicle,I-E,I-E,I-E,,,to,,,,,,,,I-E
11.0,the,I-E,I-E,I-E,,,stop,,,,,,,,I-E
11.0,power,I-E,I-E,I-E,,,the,,,,,,,,I-E
11.0,steering,I-E,I-E,I-E,,,vehicle,,,,,,,,I-E
11.0,assist,I-E,I-E,I-E,,,the,,,,,,,,I-E
11.0,warning,I-E,I-E,I-E,,,power,,,,,,,,I-E
11.0,light,I-E,I-E,I-E,,,steering,,,,,,,,I-E
11.0,illuminated,I-E,I-E,I-E,,,assist,,,,,,,,I-E
11.0,the,O,O,O,,,warning,,,,,,,,O
11.0,vehicle,O,O,O,,,light,,,,,,,,O
11.0,was,O,O,O,,,illuminated,,,,,,,,O
11.0,taken,O,O,O,,,the,,,,,,,,O
11.0,to,O,O,O,,,vehicle,,,,,,,,O
11.0,an,O,O,O,,,was,,,,,,,,O
11.0,independent,O,O,O,,,taken,,,,,,,,O
11.0,mechanic,O,O,O,,,to,,,,,,,,O
11.0,where,O,O,O,,,an,,,,,,,,O
11.0,the,O,O,O,,,independent,,,,,,,,O
11.0,master,O,O,O,,,mechanic,,,,,,,,O
11.0,cylinder,O,O,O,,,where,,,,,,,,O
11.0,was,O,O,O,,,the,,,,,,,,O
11.0,inspected,O,O,O,,,master,,,,,,,,O
11.0,the,O,O,O,,,cylinder,,,,,,,,O
11.0,mechanic,O,O,O,,,was,,,,,,,,O
11.0,was,O,O,O,,,inspected,,,,,,,,O
11.0,unable,O,O,O,,,the,,,,,,,,O
11.0,provide,O,O,O,,,mechanic,,,,,,,,O
11.0,a,O,O,O,,,was,,,,,,,,O
11.0,cause,O,O,O,,,unable,,,,,,,,O
11.0,of,O,O,O,,,provide,,,,,,,,O
11.0,the,O,O,O,,,a,,,,,,,,O
11.0,failure,O,O,O,,,cause,,,,,,,,O
11.0,the,O,O,O,,,of,,,,,,,,O
11.0,vehicle,O,O,O,,,the,,,,,,,,O
11.0,was,O,O,O,,,failure,,,,,,,,O
11.0,not,O,O,O,,,the,,,,,,,,O
11.0,repaired,O,O,O,,,vehicle,,,,,,,,O
11.0,the,O,O,O,,,was,,,,,,,,O
